"Server Name","Alt Name","Guild ID","Invite URL",Region,"Icon URL",Boosts,Members,Online,Messages,"Hourly Activity","Badge Color Primary","Badge Color Secondary"
"Dragon Army",,443747736555225102,https://discord.gg/mHNs5ZK,en,https://cdn.discordapp.com/icons/443747736555225102/a71eea0cd2f5dcb7e61c5ce2fcc6b71a.png,0,63,5,200,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,14,100,29,0]",#ff0000,#800000
"Quantum Cats",,640288349663264790,https://discord.gg/bTExZ6d,en,https://cdn.discordapp.com/icons/640288349663264790/40b8147d2bd72c5d1637de02a16d1e79.png,0,65,10,200,"[0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,50,50,0,0,0,0]",#ff0000,#800000
"El chat de Oen",,1268753064051867740,https://discord.gg/bRJjJ7Xr6p,es,https://cdn.discordapp.com/icons/1268753064051867740/bd35f94d13536eda7fd38de6516877cc.png,0,11,1,200,"[0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"Simply Uranus/Space Family",,577728983265968139,https://discord.gg/47Dh2Uk,en,https://cdn.discordapp.com/icons/577728983265968139/6c3fc3650e41adbe37c77df82227375f.png,0,20,3,199,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,33,0,0,0]",#ff0000,#800000
"Thurn and Taxis",,867112007886438440,https://discord.gg/bHb9g56mhE,en,https://cdn.discordapp.com/icons/867112007886438440/265f9a49487492649bf372c6c6d8eb98.png,0,14,3,190,"[0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,100,36,0,0,0]",#ff0000,#800000
"Seasons Corporation",,447661650435375104,https://discord.gg/DcuxrTA,fr,https://cdn.discordapp.com/icons/447661650435375104/a1a7a1f329129bca681585709ef7720e.png,0,173,10,175,"[100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25,0,0,0,0]",#ff0000,#800000
BATTLESQUADRON,,685527515661336576,https://discord.gg/hb9JBGP,fr,https://cdn.discordapp.com/icons/685527515661336576/46ac145e7bf0603f889ce419608983c8.png,0,88,9,166,"[0,0,0,33,0,33,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"МАРСЮКИ",,594368849261101066,https://discord.gg/3KywRH5,ru,https://cdn.discordapp.com/icons/594368849261101066/35cfda7f888cf58161bee7b68c9f73db.png,0,87,4,160,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,60,0,0,0,0,0,0,0]",#ff0000,#800000
"Hades' Star Compendium",,545936087760109568,https://discord.gg/MxbbAvm,,https://cdn.discordapp.com/icons/545936087760109568/136660af00f85ad7530b4b049ef87cbc.png,0,2374,121,159,"[0,0,8,0,0,31,0,0,0,0,4,0,0,0,0,0,12,0,0,0,100,4,0,0]",#ff0000,#800000
"DUNE on Hades’ Star",,407136385682898944,https://discord.gg/wtyyUwCVSB,fr,https://cdn.discordapp.com/icons/407136385682898944/e7b0fb049affcb4b680886cb56b85cc6.png,0,93,9,151,"[0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,21,0,5,0,0,15,5,5]",#ff0000,#800000
"The Clubs",,682479756104564775,https://discord.gg/txKs8T9dRm,,https://cdn.discordapp.com/icons/682479756104564775/1232c67215ab8be8503d8dfabccf4037.png,0,1151,51,150,"[100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
TacticsHS,,586801375309070347,https://discord.gg/YWtJGJg,,https://cdn.discordapp.com/icons/586801375309070347/37889de2d5212ca9c8528f96e33b4c88.png,0,295,8,150,"[50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0]",#ff0000,#800000
"Primeval Forest",,437424547109535745,https://discord.gg/kZvWDzP,en,https://cdn.discordapp.com/icons/437424547109535745/2006f061770970d18f68d3d9751aa9be.png,0,24,2,150,"[100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50]",#ff0000,#800000
"Greener Pasture",,447591195196260358,https://discord.gg/JRqnQJX,en,https://cdn.discordapp.com/icons/447591195196260358/09b4f395293f314e00ca33d10ba8888b.png,0,103,11,150,"[50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0]",#ff0000,#800000
"柯伊伯带",,1036891200143233044,https://discord.gg/xa5t5sD3Hx,,https://cdn.discordapp.com/icons/1036891200143233044/b1d3f4bf2017dba25c6fff5b538a9f94.png,0,63,5,150,"[0,0,0,0,0,0,50,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"Aeon Corp.",,1395253838503608382,https://discord.gg/eMnwY9GNfC,en,https://cdn.discordapp.com/icons/1395253838503608382/35a35f1268fcb3caf3396587f7fac959.png,0,23,5,143,"[14,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0]",#ff0000,#800000
"WS Community Leaderboard",,800598168906760202,https://discord.gg/a9Vd7QZPt9,,https://cdn.discordapp.com/icons/800598168906760202/832734dbb91c1ed466107c96d683a5d4.png,0,335,34,140,"[0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0]",#ff0000,#800000
"The Spanish Inquisition",,624071266122596357,https://discord.gg/grgW2v5,en,,0,71,7,133,"[0,100,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"Empire of Hades",,1418620919513088112,https://discord.gg/GZT9eRdAFk,,,0,5,5,129,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,100]",#ff0000,#800000
Kratos_HADES_STAR,,1182025479897751625,https://discord.gg/RgusRrPMKT,es,https://cdn.discordapp.com/icons/1182025479897751625/58164e90d9dd92f3995d2647ad12b572.png,0,24,3,128,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,100,0,0,14,0,0,0,0]",#ff0000,#800000
"Valhalla Rising",,816829387555078204,https://discord.gg/XPrcvp9hKs,en,https://cdn.discordapp.com/icons/816829387555078204/02606ae840cca6718e0856499d260428.png,0,89,8,120,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,0,0,0,0,0]",#ff0000,#800000
Ahamkara,,499676275972243456,https://discord.gg/R8nzDPk,en,https://cdn.discordapp.com/icons/499676275972243456/81ac0984ed0dc00841a2ee2a8fe474e6.png,0,86,15,117,"[0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,17,0,0,0]",#ff0000,#800000
Lexx,,896196694071455745,https://discord.gg/7KGYvMbPgK,en,https://cdn.discordapp.com/icons/896196694071455745/a1eea69b70812f700582c0fe3a0add99.png,0,18,5,113,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,13,0,0]",#ff0000,#800000
"YETI Collective",,662448288393330718,https://discord.gg/uK6jkes,en,https://cdn.discordapp.com/icons/662448288393330718/9e9a09d4d8919eb3be48d12411cbc93c.png,0,50,11,106,"[0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,100,0,0,0,0,0,2]",#ff0000,#800000
"Наша Вселенная",,1031190552126955642,https://discord.gg/GtUycuvQVG,ru,https://cdn.discordapp.com/icons/1031190552126955642/d1c225f7a62460d0a67e3cfc06b03645.png,0,13,1,102,"[0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,100,0,0,0,0,0,0]",#ff0000,#800000
"Brasil Star",,1089548964593926234,https://discord.gg/Zg4uJFvZ2m,,https://cdn.discordapp.com/icons/1089548964593926234/f2ec7fa922d45f0e77657f8b49c8b0a6.png,0,76,9,100,"[100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"Geeves icons",,1028931876485873734,https://discord.gg/kEvumz7QMN,,https://cdn.discordapp.com/icons/1028931876485873734/b810bc1a8bb2fcb26a413b22cbf082c3.png,0,15,5,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0]",#ff0000,#800000
EZCO,,353019130183680012,https://discord.gg/EcFUQW2yaC,de,https://cdn.discordapp.com/icons/353019130183680012/01d5b2d1f107a6721e294c824d94c0d6.png,0,51,4,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0]",#ff0000,#800000
"仙女座星雲",,933087751799189554,https://discord.gg/qpYRtFyhUq,zh-CN,https://cdn.discordapp.com/icons/933087751799189554/c825111327195221ff1a5beeb10139c4.png,0,45,2,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"Helion Prime",,714946736145301504,https://discord.gg/5qAWdFeQJb,pt,https://cdn.discordapp.com/icons/714946736145301504/e1dfcd9e8af25e781a6f1c51012454cd.png,0,36,7,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0]",#ff0000,#800000
"InterSpacial Alliance",,1216765841811574814,https://discord.gg/8UFYV8Fpfe,,https://cdn.discordapp.com/icons/1216765841811574814/c9829b7b6cd7b9fc21e89c4931f2d4d0.png,0,103,14,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0]",#ff0000,#800000
Eretria,,1129953989295865926,https://discord.gg/uUFX2TT2kN,en,https://cdn.discordapp.com/icons/1129953989295865926/a2ad400fc8f508f2967a747596891b76.png,0,42,7,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0]",#ff0000,#800000
"Noob Hub",,665679452071788585,https://discord.gg/pECD6CY,en,https://cdn.discordapp.com/icons/665679452071788585/526246bced7d9eb858259cf848c2ef52.png,0,48,7,100,"[0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"Galactic Empire",,778306455844552766,https://discord.gg/PPdj8HdB8n,en,https://cdn.discordapp.com/icons/778306455844552766/2c795995b3e3cde8472b251d77080af1.png,0,65,8,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0]",#ff0000,#800000
"仙女座星雲",,933087751799189554,https://discord.gg/snwFMgDPms,zh-CN,https://cdn.discordapp.com/icons/933087751799189554/c825111327195221ff1a5beeb10139c4.png,0,45,3,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"IX Легион",,398761209022644224,https://discord.gg/fc2eg8hNJm,ru,https://cdn.discordapp.com/icons/398761209022644224/7766547b56156ae3d20ffff50fb4804f.png,0,159,7,100,"[0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"ГОРИЗОНТ",,656495834195558402,https://discord.gg/cXWcFw9,ru,https://cdn.discordapp.com/icons/656495834195558402/33b3a254ca31bf994c236f0edafea6c4.png,0,168,8,100,"[0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"АМБРЕЛЛА",,667476007573520406,https://discord.gg/PtMdMwS,ru,https://cdn.discordapp.com/icons/667476007573520406/5633d9c042c4b7982eff8b3d527782dd.png,0,54,2,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0]",#ff0000,#800000
"НочныеЛьвы H'S",,702531160621842533,https://discord.gg/KFxygYw,ru,https://cdn.discordapp.com/icons/702531160621842533/426da4481c968a324c0dff248a7da150.png,0,70,9,100,"[0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"СОЮЗ",,344044057569394690,https://discord.gg/cc22fFn,ru,https://cdn.discordapp.com/icons/344044057569394690/bd86593999b5f1bb40b3cc3f8fc293d4.png,0,489,6,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0]",#ff0000,#800000
"Indian Hades Star Server",,852732117875949568,https://discord.gg/p4nZJXFpB7,,https://cdn.discordapp.com/icons/852732117875949568/299e4f5e6908c0d30ddac717f6c50dde.png,0,35,7,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0]",#ff0000,#800000
"Hades' Star Bulgaria",,434789851301412864,https://discord.gg/J7SYW8E,,https://cdn.discordapp.com/icons/434789851301412864/7875949d870b5c9d236a353d42706944.png,0,17,5,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0]",#ff0000,#800000
"Yakety's Articats",,389242212204150784,https://discord.gg/bkqeSFB,,https://cdn.discordapp.com/icons/389242212204150784/155961d68fd0fe743fa52544555d78b2.png,0,1554,87,100,"[0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"CloudBot Services",,438499706952482817,https://discord.gg/VxyFCZS,,https://cdn.discordapp.com/icons/438499706952482817/3057ac6d5d23414d1ca78cf238827c8a.png,0,81,7,100,"[0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",,
"Whitestar Matchmaker Discussion (Temp)",,454331767638458369,https://discord.gg/Cs2vahn,,https://cdn.discordapp.com/icons/454331767638458369/b85cf29e1dafbfb8794fb48e21cd3ebd.png,0,29,1,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0]",#ff0000,#800000
"Crimson Dawn of Hades Star",,870006511143891015,https://discord.gg/j5GeqTEx6E,en,https://cdn.discordapp.com/icons/870006511143891015/3e9e9fc20862246149d0add454819eb7.png,0,40,1,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"Stone Legion",,794989750829973505,https://discord.gg/SZYbjxJSf3,en,https://cdn.discordapp.com/icons/794989750829973505/79ecf441b878bfd2db76e889e12772ec.png,0,45,5,100,"[100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"EGO COMMUNITY",,704691834437369926,https://discord.gg/uEtPGhURY6,en,https://cdn.discordapp.com/icons/704691834437369926/6cc4cff57bd8486f11dce4a536ce27c7.png,0,200,30,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0]",#ff0000,#800000
"Confederation of H",,709064122372849666,https://discord.gg/7veSp9N,en,https://cdn.discordapp.com/icons/709064122372849666/4c326cb16b8f5924851359287642e6a8.png,0,53,10,100,"[0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
Nation,,494018833225351209,https://discord.gg/KQMTCtEwts,en,https://cdn.discordapp.com/icons/494018833225351209/60d623d3b33b1fa0b586d53f4125f6db.png,0,138,12,100,"[0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"Star Fall",,750026326626271373,https://discord.gg/EUmBdCbGye,en,https://cdn.discordapp.com/icons/750026326626271373/26ea831bfcacaaf198e5ab7f317fde49.png,0,39,2,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"𝙒𝙄𝙉𝙂𝙀𝘿 𝙋𝙃𝙀𝙊𝙉𝙄𝙓",,487337175873224705,https://discord.gg/TPxbrZ6,en,https://cdn.discordapp.com/icons/487337175873224705/918e2af027bf159bd6d3701125b17e9d.png,0,47,4,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"The Goonies",,411565869710442506,https://discord.gg/U8yKTks,en,https://cdn.discordapp.com/icons/411565869710442506/d1746a1ec4fccb04990d538ea45e0310.png,0,141,16,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0]",#ff0000,#800000
"Xeno eSports",XES,334006956710821888,https://discord.gg/z9cj7FK,en,https://cdn.discordapp.com/icons/334006956710821888/b316494967f2fa2d97f2609070d81a3d.png,1,376,13,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0]",#32a070,#57b59e
"Durham🐉🦗🐍🐝🦈",,748972117973794836,https://discord.gg/KvRAFd8,en,https://cdn.discordapp.com/icons/748972117973794836/7a862b357e62361f66cc6d35cd41404f.png,0,31,6,100,"[100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"Star Fox HS",,398324773098225666,https://discord.gg/jHHgqYE,en,https://cdn.discordapp.com/icons/398324773098225666/e02d146c8cafd37eb45e1b49e085832b.png,0,19,0,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
Prosperity,,488099419342897163,https://discord.gg/WARZG9k,en,https://cdn.discordapp.com/icons/488099419342897163/5487a5acd116b0148753b9b8a657285f.png,0,62,5,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0]",#ff0000,#800000
"𝗡𝟳 Λlliance",,513279980088852491,https://discord.gg/zgRuk78,en,https://cdn.discordapp.com/icons/513279980088852491/0e6353deddacc0535f8f039ea26fce36.png,0,109,9,100,"[0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"System Alliance",,716409212514598973,https://discord.gg/SG7xRvh,en,https://cdn.discordapp.com/icons/716409212514598973/ba71fc62f8dc42427075efac6d67f400.png,0,57,9,100,"[0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"The Time Lords",,317272475627159562,https://discord.gg/Yh2vwwr,en,https://cdn.discordapp.com/icons/317272475627159562/a8dbb863c2271f35869ebbf2decb18fa.png,0,206,8,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0]",#ff0000,#800000
"The Foundation",,543662696751431680,https://discord.gg/Y5SBYmr,en,https://cdn.discordapp.com/icons/543662696751431680/aba893146741739fc56477408b517707.png,0,69,10,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0]",#ff0000,#800000
Aconitum,,968478877385129984,https://discord.gg/wRNNFAuGbK,de,https://cdn.discordapp.com/icons/968478877385129984/12a2509c9b65fd500ab3306ea18257b9.png,0,25,2,100,"[0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
BornDead,,407168422170853386,https://discord.gg/pfSED65,de,https://cdn.discordapp.com/icons/407168422170853386/777fdbb433c7008663e8bb6a49f13763.png,0,6,0,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0]",#ff0000,#800000
BOA,,683733785866797056,https://discord.gg/tEAWTWz,de,https://cdn.discordapp.com/icons/683733785866797056/9c7c02cfcde078d9dfd91dea30b68844.png,0,25,4,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0]",#ff0000,#800000
"ʙṢ-ṢF",,438644431068069899,https://discord.gg/95WWyXqrhQ,de,https://cdn.discordapp.com/icons/438644431068069899/ac83680694c3c7b9b9f08ecb7af5abc4.png,0,219,13,100,"[0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
EZCO,,353019130183680012,https://discord.gg/gQ3RU7k,de,https://cdn.discordapp.com/icons/353019130183680012/01d5b2d1f107a6721e294c824d94c0d6.png,0,51,4,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0]",#ff0000,#800000
"Galaxie détoil - Hades' Star",,978405753373208656,https://discord.gg/SztVQMEkc6,fr,https://cdn.discordapp.com/icons/978405753373208656/c772fc7007c8bf8146f4ed1a525103d3.png,0,8,1,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0]",,
"Hades Greek Warriors",,632261520427974666,https://discord.gg/pdD2Eqf,,https://cdn.discordapp.com/icons/632261520427974666/20e5165abaafc26d52a86975b9a79029.png,0,11,2,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0]",#ff0000,#800000
"Hun Avengers",,490815662965522452,https://discord.gg/9SyrBAt,,https://cdn.discordapp.com/icons/490815662965522452/3ead2d5486d4f5b903b470b3d6dea485.png,0,50,7,100,"[0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"Corporação Star Wars",,679487451471151114,https://discord.gg/4Kv5AjvDSW,pt,https://cdn.discordapp.com/icons/679487451471151114/289a98ab27aa4d6f64fe1cd2011bbac2.png,0,27,3,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"Gwiezdna Horda",,645645583444344855,https://discord.gg/qWTndzwmtX,pl,https://cdn.discordapp.com/icons/645645583444344855/9dfdbbbaa861ca37fe9c10ab3b6fa297.png,0,44,8,100,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0]",#ff0000,#800000
"Friend's Private",,802199497081880597,https://discord.gg/nt5YNCuKrF,,https://cdn.discordapp.com/icons/802199497081880597/59120636735d33432eac79af7455cb54.png,0,8,4,,,#ff0000,#800000
"Backwoods Byte Builders",,574663806928814088,https://discord.gg/BGSjwmc4ZS,,https://cdn.discordapp.com/icons/574663806928814088/16035d8b1bc354868344d1b5f2a6de24.png,0,39,12,,,#ff0000,#800000
"New Dawn Empire",,1274984566477688832,https://discord.gg/ymqnEz7CYK,,https://cdn.discordapp.com/icons/1274984566477688832/75d231a6a0c77e57242ebae6b8f17340.png,0,7,5,,,,
"Geeves Icons 2",,744304686403682375,https://discord.gg/RmPT8Wj9y5,,https://cdn.discordapp.com/icons/744304686403682375/4574a4219cd9e741c35ef01f064e3096.png,0,9,4,,,#ff0000,#800000
"NERF TOY'S",,637749898996875264,https://discord.gg/PWV5CxjxRK,en,https://cdn.discordapp.com/icons/637749898996875264/7429cf60ac54a6466da17b50445589da.png,0,55,7,,,#ff0000,#800000
"Sussy Coloner",,1179462319294652416,https://discord.gg/HANGePWPgf,,https://cdn.discordapp.com/icons/1179462319294652416/c09bc6456469061ce2ca02b8e4707691.png,0,24,6,,,#ff0000,#800000
"Test bots",,1312963372781666364,https://discord.gg/8mJ2XuYtVj,,,0,12,8,,,#ff0000,#800000
Sentencia,,1065394490333990974,https://discord.gg/82JDRzvp3p,,https://cdn.discordapp.com/icons/1065394490333990974/1ce3796ab78d0e27c59895afda8f4319.png,0,18,7,,,#ff0000,#800000
Infos,,798154265335169054,https://discord.gg/gJnmpUzfHm,,https://cdn.discordapp.com/icons/798154265335169054/d058e750a81537dfcaa464d6fbe3b222.png,0,20,17,,,#ff0000,#800000
Foxtale,,1340084081488039936,https://discord.gg/dbbUsfsG34,,https://cdn.discordapp.com/icons/1340084081488039936/9ced81b8554db54686771333b500f352.png,0,6,3,,,#ff0000,#800000
"Server von ThunderD85",,1369231900983689248,https://discord.gg/9gpHUTm9Cm,,,0,2,1,,,#ff0000,#800000
"Pruebas Bots",,1336504648181354610,https://discord.gg/dz9v4wDgGR,,,0,23,10,,,#ff0000,#800000
"Board LG Seville 2018-2019",,285870224899833867,https://discord.gg/HGsQ4nXuVk,,https://cdn.discordapp.com/icons/285870224899833867/de092a137e86998639df2b4e33d853b8.png,0,11,5,,,#ff0000,#800000
"林大头的服务器",,1404133148039581900,https://discord.gg/HtGzaKzvGb,,https://cdn.discordapp.com/icons/1404133148039581900/56d31099a9cc3572f5695e71b6e7f00b.png,0,2,1,,,#ff0000,#800000
"c01的服务器test5761",,792756130988163104,https://discord.gg/4KrXaytzuS,,https://cdn.discordapp.com/icons/792756130988163104/736c2f53b1ee7e306a57ae1e82a9e65f.png,0,7,6,,,#ff0000,#800000
"TheBasics Corp",,1409652440839618665,https://discord.gg/sBcjex5PAm,,https://cdn.discordapp.com/icons/1409652440839618665/cd4bf2e5df48beb03ff1284b4321b599.png,0,6,5,,,#ff0000,#800000
"Test Os",,1435054904388620522,https://discord.gg/Rfg2FZHahD,,,0,3,1,,,#ff0000,#800000
"Music thingy",,407265885095723019,https://discord.gg/GnPR6HswjC,,,0,1,0,,,#ff0000,#800000
General,,1452411687750864918,https://discord.gg/RU5h2zRw5N,,https://cdn.discordapp.com/icons/1452411687750864918/2f9b1933c8c2c4b8c6df661e61270018.png,0,13,4,,,#ff0000,#800000
"𝓔𝓵 𝓼𝓮𝓻𝓿𝓲𝓭𝓸𝓻 (No se que poner)",,1176330174543958106,https://discord.gg/W7MCNUKhWr,,https://cdn.discordapp.com/icons/1176330174543958106/c19c8391995e9d3f5f64fcad2ebff75a.png,0,8,5,,,#ff0000,#800000
"The Foundation",,1500539481542103150,https://discord.gg/ZuTZDqBV8e,,https://cdn.discordapp.com/icons/1500539481542103150/f2808bf00475a8517b0cb96049cf462e.png,0,9,7,,,,
"Bots test",,1247811594524692563,https://discord.gg/AVszXeHV7p,,,0,9,6,,,,
"The Covenant",,1500929725156298926,https://discord.gg/wpzW6GGPks,,https://cdn.discordapp.com/icons/1500929725156298926/9b3a6663363b2d57c877b6dd0b6b6e6b.png,0,5,3,,,,
"Servidor de isaias_save",,1470239328461394144,https://discord.gg/cpDCbeKMBj,,,0,4,2,,,#ff0000,#800000
Trisolaris,,1035547248836214794,https://discord.gg/5zdYh8D28n,,https://cdn.discordapp.com/icons/1035547248836214794/8efe15ba3407e28b83deaf16efb8ab94.png,0,23,3,,,#ff0000,#800000
"Iran Infinity Corp.",,837785242764574791,https://discord.gg/S9P9ZWPN3z,en,https://cdn.discordapp.com/icons/837785242764574791/035cf40c564b85a3ebf922c6d34e0e90.png,0,6,2,,,,
"Three Rivers",,370719546451165186,https://discord.gg/yMyW3B3,en,https://cdn.discordapp.com/icons/370719546451165186/28f5975a824c2eaa8c46d9413762ad4a.png,0,18,1,,,#ff0000,#800000
".NET corp",,357954984349925386,https://discord.gg/C5kswg2,pl,https://cdn.discordapp.com/icons/357954984349925386/d92209135654b7a114e6acfea8f78367.png,0,12,0,,,,
"龙门星团[LONG MEN]",,522997500173615113,https://discord.gg/urPwdCw,zh-CN,https://cdn.discordapp.com/icons/522997500173615113/1aa6a7a84caac223aea9abcd6241897d.png,0,36,0,,,#ff0000,#800000
"The Confederacy",,522551073093844992,https://discord.gg/Nwqbn5m,,https://cdn.discordapp.com/icons/522551073093844992/8a10afbcf354fd12606de13925967468.png,0,10,3,,,,
"Dark Exodus Empire",,1131872047740489800,https://discord.gg/vgrCTD337x,en,https://cdn.discordapp.com/icons/1131872047740489800/c01c0aad308e1f38abb1143c1056276a.png,0,21,3,,,#ff0000,#800000
"New Horizons - Hades Star",,1084586318228639944,https://discord.gg/DYXwRY8AhC,de,https://cdn.discordapp.com/icons/1084586318228639944/41cf40861d2a34d8203e1d0b3bb3266e.png,0,36,5,,,#ff0000,#800000
"gays in space corp discord",,699081035282907136,https://discord.gg/bGSRRrK,en,,0,8,0,,,,
